OBJECTID,NRI ID,State,State FIPS,County,County Type,County FIPS,Tract FIPS,GEOID20,Shape__Area,Shape__Length,CDRZ Designation Date,namelsad
978,T04021001200,Arizona,04,Pinal,County,021,001200,04021001200,334302603,103256.0203,06-Sep-23,Arizona
979,T04021941200,Arizona,04,Pinal,County,021,941200,04021941200,708042058.1,135850.349,06-Sep-23,Arizona
980,T04021941402,Arizona,04,Pinal,County,021,941402,04021941402,2298175196,233525.1429,06-Sep-23,Arizona
981,T04025000701,Arizona,04,Yavapai,County,025,000701,04025000701,315683884,117642.8057,06-Sep-23,Arizona
982,T05031000602,Arkansas,05,Craighead,County,031,000602,05031000602,6608885.059,13578.56981,06-Sep-23,Arkansas
983,T05075470502,Arkansas,05,Lawrence,County,075,470502,05075470502,31471504.3,26482.37498,06-Sep-23,Arkansas
984,T05093010100,Arkansas,05,Mississippi,County,093,010100,05093010100,5481537.496,10935.55881,06-Sep-23,Arkansas
985,T05093010700,Arkansas,05,Mississippi,County,093,010700,05093010700,999517867.8,240990.6443,06-Sep-23,Arkansas
986,T05093011000,Arkansas,05,Mississippi,County,093,011000,05093011000,37662369.97,39440.68282,06-Sep-23,Arkansas
987,T05111490100,Arkansas,05,Poinsett,County,111,490100,05111490100,619202223.5,168841.9563,06-Sep-23,Arkansas
988,T05123960600,Arkansas,05,St. Francis,County,123,960600,05123960600,61244633.77,44348.28801,06-Sep-23,Arkansas
989,T05147490100,Arkansas,05,Woodruff,County,147,490100,05147490100,1380942049,217146.93,06-Sep-23,Arkansas
990,T06001409000,California,06,Alameda,County,001,409000,06001409000,26821999,42050.96178,06-Sep-23,California
991,T06001432400,California,06,Alameda,County,001,432400,06001432400,10284343.49,21852.17013,06-Sep-23,California
992,T06001438203,California,06,Alameda,County,001,438203,06001438203,8391081.652,19685.73338,06-Sep-23,California
993,T06001441503,California,06,Alameda,County,001,441503,06001441503,114351839.8,140242.0066,06-Sep-23,California
994,T06007001500,California,06,Butte,County,007,001500,06007001500,597235800.5,133079.3474,06-Sep-23,California
995,T06011000100,California,06,Colusa,County,011,000100,06011000100,940811681.6,170306.9489,06-Sep-23,California
996,T06011000400,California,06,Colusa,County,011,000400,06011000400,1811901414,283235.1769,06-Sep-23,California
997,T06029003304,California,06,Kern,County,029,003304,06029003304,2416968392,317394.1117,06-Sep-23,California
998,T06029004500,California,06,Kern,County,029,004500,06029004500,3554702365,283534.8885,06-Sep-23,California
999,T06037207400,California,06,Los Angeles,County,037,207400,06037207400,1269816.969,5588.751091,06-Sep-23,California
1000,T06037504200,California,06,Los Angeles,County,037,504200,06037504200,11243659.56,20362.17395,06-Sep-23,California
1001,T06037532303,California,06,Los Angeles,County,037,532303,06037532303,11039634.11,16930.70579,06-Sep-23,California
1002,T06037532304,California,06,Los Angeles,County,037,532304,06037532304,11810862.28,17722.86238,06-Sep-23,California
1003,T06037541003,California,06,Los Angeles,County,037,541003,06037541003,8798893.258,13531.38932,06-Sep-23,California
1004,T06037980016,California,06,Los Angeles,County,037,980016,06037980016,19629002.97,28803.9744,06-Sep-23,California
1005,T06037980035,California,06,Los Angeles,County,037,980035,06037980035,23265864.43,39539.22538,06-Sep-23,California
1006,T06039001100,California,06,Madera,County,039,001100,06039001100,1596785025,324089.0147,06-Sep-23,California
1007,T06053010606,California,06,Monterey,County,053,010606,06053010606,447722433.4,176386.8445,06-Sep-23,California
1008,T06053014500,California,06,Monterey,County,053,014500,06053014500,21623132.24,26439.18878,06-Sep-23,California
1009,T06055201005,California,06,Napa,County,055,201005,06055201005,63211964.77,40121.47763,06-Sep-23,California
1010,T06059011602,California,06,Orange,County,059,011602,06059011602,8243774.203,13123.9601,06-Sep-23,California
1011,T06059076204,California,06,Orange,County,059,076204,06059076204,9503794.91,14856.5327,06-Sep-23,California
1012,T06065041500,California,06,Riverside,County,065,041500,06065041500,20496345.13,25709.21848,06-Sep-23,California
1013,T06065042209,California,06,Riverside,County,065,042209,06065042209,8128997.871,17404.64862,06-Sep-23,California
1014,T06065042507,California,06,Riverside,County,065,042507,06065042507,7592777.012,13641.85079,06-Sep-23,California
1015,T06065043292,California,06,Riverside,County,065,043292,06065043292,162791263.6,80655.22398,06-Sep-23,California
1016,T06065043813,California,06,Riverside,County,065,043813,06065043813,470251312.1,143884.3871,06-Sep-23,California
1017,T06065046700,California,06,Riverside,County,065,046700,06065046700,48527436.59,42934.85173,06-Sep-23,California
1018,T06067009900,California,06,Sacramento,County,067,009900,06067009900,433477843,137387.696,06-Sep-23,California
1019,T06071001803,California,06,San Bernardino,County,071,001803,06071001803,13426026.74,15131.1042,06-Sep-23,California
1020,T06071002204,California,06,San Bernardino,County,071,002204,06071002204,28186195.75,27488.36441,06-Sep-23,California
1021,T06071002706,California,06,San Bernardino,County,071,002706,06071002706,60688085.54,37259.3212,06-Sep-23,California
1022,T06071007202,California,06,San Bernardino,County,071,007202,06071007202,11152333.1,15641.46828,06-Sep-23,California
1023,T06071007303,California,06,San Bernardino,County,071,007303,06071007303,3929621.797,9095.602894,06-Sep-23,California
1024,T06071007800,California,06,San Bernardino,County,071,007800,06071007800,26179861.83,23000.09366,06-Sep-23,California
1025,T06071012400,California,06,San Bernardino,County,071,012400,06071012400,12855101.22,16866.42087,06-Sep-23,California
1026,T06073019108,California,06,San Diego,County,073,019108,06073019108,284520636.2,127401.9044,06-Sep-23,California
1027,T06073020903,California,06,San Diego,County,073,020903,06073020903,1855796143,283582.7318,06-Sep-23,California
1028,T06073021001,California,06,San Diego,County,073,021001,06073021001,2331009978,298981.1515,06-Sep-23,California
1029,T06073021002,California,06,San Diego,County,073,021002,06073021002,1613076785,209841.1077,06-Sep-23,California
1030,T06073021101,California,06,San Diego,County,073,021101,06073021101,859968660.6,151852.5856,06-Sep-23,California
1031,T06073021102,California,06,San Diego,County,073,021102,06073021102,798143317.8,180393.1678,06-Sep-23,California
1032,T06075011700,California,06,San Francisco,County,075,011700,06075011700,884987.5625,4578.818526,06-Sep-23,California
1033,T06083001800,California,06,Santa Barbara,County,083,001800,06083001800,4489500076,407209.1595,06-Sep-23,California
1034,T06083002503,California,06,Santa Barbara,County,083,002503,06083002503,243566070.2,87135.08439,06-Sep-23,California
1035,T06083003102,California,06,Santa Barbara,County,083,003102,06083003102,757390447.1,166554.7854,06-Sep-23,California
1036,T06085503122,California,06,Santa Clara,County,085,503122,06085503122,5772176.504,10840.3741,06-Sep-23,California
1037,T06085504318,California,06,Santa Clara,County,085,504318,06085504318,6923692.355,16611.06856,06-Sep-23,California
1038,T06101050900,California,06,Sutter,County,101,050900,06101050900,813092788.7,212795.0392,06-Sep-23,California
1039,T06101051000,California,06,Sutter,County,101,051000,06101051000,361298784.1,111919.0466,06-Sep-23,California
1040,T06113011400,California,06,Yolo,County,113,011400,06113011400,942381665.8,185990.1977,06-Sep-23,California
1041,T08063962400,Colorado,08,Kit Carson,County,063,962400,08063962400,6168092274,325913.9454,06-Sep-23,Colorado
1042,T08069001301,Colorado,08,Larimer,County,069,001301,08069001301,96083558.2,50958.90822,06-Sep-23,Colorado
1043,T08069001304,Colorado,08,Larimer,County,069,001304,08069001304,6992544.344,11637.67548,06-Sep-23,Colorado
1044,T08069001306,Colorado,08,Larimer,County,069,001306,08069001306,16589991.88,20389.93867,06-Sep-23,Colorado
1045,T08075966102,Colorado,08,Logan,County,075,966102,08075966102,26257992.23,32754.81414,06-Sep-23,Colorado
1046,T08101003001,Colorado,08,Pueblo,County,101,003001,08101003001,22769826.58,38196.35062,06-Sep-23,Colorado
1047,T08115968300,Colorado,08,Sedgwick,County,115,968300,08115968300,2491282622,208249.6192,06-Sep-23,Colorado
1048,T08125963100,Colorado,08,Yuma,County,125,963100,08125963100,5897873900,375967.0363,06-Sep-23,Colorado
1049,T08125963200,Colorado,08,Yuma,County,125,963200,08125963200,4570081913,365423.7427,06-Sep-23,Colorado
1050,T09001210502,Connecticut,09,Fairfield,County,001,210502,09001210502,26585771.66,30932.01448,06-Sep-23,Connecticut
1051,T10003002700,Delaware,10,New Castle,County,003,002700,10003002700,2293012.195,9476.787681,06-Sep-23,Delaware
1052,T11001007301,District of Columbia,11,District of Columbia, ,001,007301,11001007301,7816173.422,32239.9725,06-Sep-23,District of Columbia
1053,T11001008803,District of Columbia,11,District of Columbia, ,001,008803,11001008803,1932284.305,6859.732118,06-Sep-23,District of Columbia
1054,T12005001302,Florida,12,Bay,County,005,001302,12005001302,17600749.67,24629.63792,06-Sep-23,Florida
1055,T12005001600,Florida,12,Bay,County,005,001600,12005001600,7750817.223,16124.42621,06-Sep-23,Florida
1056,T12009064702,Florida,12,Brevard,County,009,064702,12009064702,17881648.55,22161.79425,06-Sep-23,Florida
1057,T12011010307,Florida,12,Broward,County,011,010307,12011010307,3840131.727,8937.596964,06-Sep-23,Florida
1058,T12011030500,Florida,12,Broward,County,011,030500,12011030500,7985318.814,14572.91183,06-Sep-23,Florida
1059,T12011030601,Florida,12,Broward,County,011,030601,12011030601,7616603.691,14112.35087,06-Sep-23,Florida
1060,T12011042502,Florida,12,Broward,County,011,042502,12011042502,1413997.955,6451.209776,06-Sep-23,Florida
1061,T12011050207,Florida,12,Broward,County,011,050207,12011050207,6015845.313,14945.19083,06-Sep-23,Florida
1062,T12011050208,Florida,12,Broward,County,011,050208,12011050208,9502463.045,15635.44486,06-Sep-23,Florida
1063,T12011110600,Florida,12,Broward,County,011,110600,12011110600,13554813.37,19903.68048,06-Sep-23,Florida
1064,T12015010302,Florida,12,Charlotte,County,015,010302,12015010302,13609541.54,23449.38596,06-Sep-23,Florida
1065,T12021010807,Florida,12,Collier,County,021,010807,12021010807,12169825.93,16936.50628,06-Sep-23,Florida
1066,T12021011108,Florida,12,Collier,County,021,011108,12021011108,57191050.64,33448.09418,06-Sep-23,Florida
1067,T12021011208,Florida,12,Collier,County,021,011208,12021011208,1267012356,211673.6746,06-Sep-23,Florida
1068,T12021011400,Florida,12,Collier,County,021,011400,12021011400,217237056.7,60105.53629,06-Sep-23,Florida
1069,T12027010101,Florida,12,DeSoto,County,027,010101,12027010101,518329802.6,104605.4266,06-Sep-23,Florida
1070,T12051000300,Florida,12,Hendry,County,051,000300,12051000300,1613658457,179002.1706,06-Sep-23,Florida
1071,T12051000601,Florida,12,Hendry,County,051,000601,12051000601,1607777036,219328.3411,06-Sep-23,Florida
1072,T12057012103,Florida,12,Hillsborough,County,057,012103,12057012103,12682341.82,14692.06024,06-Sep-23,Florida
1073,T12061050908,Florida,12,Indian River,County,061,050908,12061050908,985976284.7,170511.1537,06-Sep-23,Florida
1074,T12085001000,Florida,12,Martin,County,085,001000,12085001000,8153470.133,13165.7136,06-Sep-23,Florida
1075,T12086009010,Florida,12,Miami-Dade,County,086,009010,12086009010,27011297.45,22604.97229,06-Sep-23,Florida
1076,T12086009040,Florida,12,Miami-Dade,County,086,009040,12086009040,20281871.82,20531.64199,06-Sep-23,Florida
1077,T12086009102,Florida,12,Miami-Dade,County,086,009102,12086009102,11946202.91,25087.41332,06-Sep-23,Florida
1078,T12086011500,Florida,12,Miami-Dade,County,086,011500,12086011500,3039590145,284926.935,06-Sep-23,Florida
1079,T12099005000,Florida,12,Palm Beach,County,099,005000,12099005000,8628332.928,12336.27579,06-Sep-23,Florida
1080,T12099007100,Florida,12,Palm Beach,County,099,007100,12099007100,6251961.393,10780.59215,06-Sep-23,Florida
1081,T12103026703,Florida,12,Pinellas,County,103,026703,12103026703,6353216.051,10299.66912,06-Sep-23,Florida
1082,T12111380700,Florida,12,St. Lucie,County,111,380700,12111380700,17765986.23,19850.2682,06-Sep-23,Florida
1083,T12111381402,Florida,12,St. Lucie,County,111,381402,12111381402,34110404.06,26248.21797,06-Sep-23,Florida
1084,T12133970103,Florida,12,Washington,County,133,970103,12133970103,80155322.37,37319.60722,06-Sep-23,Florida
1085,T12133970302,Florida,12,Washington,County,133,970302,12133970302,604693817.3,155892.2119,06-Sep-23,Florida
1086,T13031110407,Georgia,13,Bulloch,County,031,110407,13031110407,2672862.254,8827.241254,06-Sep-23,Georgia
1087,T13051004001,Georgia,13,Chatham,County,051,004001,13051004001,7593448.33,13785.22273,06-Sep-23,Georgia
1088,T13051004002,Georgia,13,Chatham,County,051,004002,13051004002,9489953.604,15249.15556,06-Sep-23,Georgia
1089,T13051010504,Georgia,13,Chatham,County,051,010504,13051010504,25527919.9,25479.10651,06-Sep-23,Georgia
1090,T13051010601,Georgia,13,Chatham,County,051,010601,13051010601,8309618.061,13214.65525,06-Sep-23,Georgia
1091,T13051011700,Georgia,13,Chatham,County,051,011700,13051011700,3552925.115,10121.58327,06-Sep-23,Georgia
1092,T13051011900,Georgia,13,Chatham,County,051,011900,13051011900,729829.0918,4131.490109,06-Sep-23,Georgia
1093,T13051980000,Georgia,13,Chatham,County,051,980000,13051980000,22776490.85,22395.83098,06-Sep-23,Georgia
1094,T13179010208,Georgia,13,Liberty,County,179,010208,13179010208,14993915.36,28784.28275,06-Sep-23,Georgia
1095,T13179010302,Georgia,13,Liberty,County,179,010302,13179010302,11103224.31,16965.33356,06-Sep-23,Georgia
1096,T13179010402,Georgia,13,Liberty,County,179,010402,13179010402,29702528.42,26518.95777,06-Sep-23,Georgia
1097,T13179010501,Georgia,13,Liberty,County,179,010501,13179010501,348102251.9,268479.2195,06-Sep-23,Georgia
1098,T13191110300,Georgia,13,McIntosh,County,191,110300,13191110300,379056301.9,323165.8532,06-Sep-23,Georgia
1099,T13253200200,Georgia,13,Seminole,County,253,200200,13253200200,80058674.92,40712.00794,06-Sep-23,Georgia
1100,T13305970300,Georgia,13,Wayne,County,305,970300,13305970300,89396933.69,43152.02161,06-Sep-23,Georgia
1101,T15001020300,Hawaii,15,Hawaii,County,001,020300,15001020300,3721193.141,18407.04543,06-Sep-23,Hawaii
1102,T15001020500,Hawaii,15,Hawaii,County,001,020500,15001020500,7019644.336,12546.81303,06-Sep-23,Hawaii
1103,T15001020600,Hawaii,15,Hawaii,County,001,020600,15001020600,54705656.71,47297.11732,06-Sep-23,Hawaii
1104,T15001021013,Hawaii,15,Hawaii,County,001,021013,15001021013,149581715.2,67691.32492,06-Sep-23,Hawaii
1105,T15001021203,Hawaii,15,Hawaii,County,001,021203,15001021203,2286693592,282975.9226,06-Sep-23,Hawaii
1106,T16001010503,Idaho,16,Ada,County,001,010503,16001010503,1255673863,211139.4517,06-Sep-23,Idaho
1107,T16039960100,Idaho,16,Elmore,County,039,960100,16039960100,10236473787,682406.2362,06-Sep-23,Idaho
1108,T16039960201,Idaho,16,Elmore,County,039,960201,16039960201,2461875676,260778.2616,06-Sep-23,Idaho
1109,T16039960401,Idaho,16,Elmore,County,039,960401,16039960401,1900081210,306005.746,06-Sep-23,Idaho
1110,T16049960100,Idaho,16,Idaho,County,049,960100,16049960100,31986721912,1122363.137,06-Sep-23,Idaho
1111,T17027900500,Illinois,17,Clinton,County,027,900500,17027900500,297342368,140427.5247,06-Sep-23,Illinois
1112,T17031816500,Illinois,17,Cook,County,031,816500,17031816500,6298847.609,14163.22063,06-Sep-23,Illinois
1113,T17049950800,Illinois,17,Effingham,County,049,950800,17049950800,76788221.36,49407.55761,06-Sep-23,Illinois
1114,T17059972800,Illinois,17,Gallatin,County,059,972800,17059972800,685469835,139639.1532,06-Sep-23,Illinois
1115,T17077010300,Illinois,17,Jackson,County,077,010300,17077010300,905654369.5,219569.4149,06-Sep-23,Illinois
1116,T17077010800,Illinois,17,Jackson,County,077,010800,17077010800,48133274.59,42840.39872,06-Sep-23,Illinois
1117,T17081050500,Illinois,17,Jefferson,County,081,050500,17081050500,117372371.8,72409.76738,06-Sep-23,Illinois
1118,T17087977800,Illinois,17,Johnson,County,087,977800,17087977800,498779615.5,122935.2566,06-Sep-23,Illinois
1119,T17119400200,Illinois,17,Madison,County,119,400200,17119400200,22027495.96,25386.22639,06-Sep-23,Illinois
1120,T17119400903,Illinois,17,Madison,County,119,400903,17119400903,100710234,48201.41276,06-Sep-23,Illinois
1121,T17127970100,Illinois,17,Massac,County,127,970100,17127970100,551636481.1,115840.338,06-Sep-23,Illinois
1122,T17127970200,Illinois,17,Massac,County,127,970200,17127970200,8021686.559,19276.6296,06-Sep-23,Illinois
1123,T17127970300,Illinois,17,Massac,County,127,970300,17127970300,415069753.2,90179.76962,06-Sep-23,Illinois
1124,T17127970400,Illinois,17,Massac,County,127,970400,17127970400,15811534.45,21777.45839,06-Sep-23,Illinois
1125,T17145030200,Illinois,17,Perry,County,145,030200,17145030200,241752665.4,92954.66871,06-Sep-23,Illinois
1126,T17153971000,Illinois,17,Pulaski,County,153,971000,17153971000,441673977.3,128938.9466,06-Sep-23,Illinois
1127,T17165955800,Illinois,17,Saline,County,165,955800,17165955800,15369225.35,17229.16152,06-Sep-23,Illinois
1128,T17165955900,Illinois,17,Saline,County,165,955900,17165955900,18419466.11,22517.37962,06-Sep-23,Illinois
1129,T17181950400,Illinois,17,Union,County,181,950400,17181950400,44477488.18,43718.65508,06-Sep-23,Illinois
1130,T17199020201,Illinois,17,Williamson,County,199,020201,17199020201,36802885.11,29935.17275,06-Sep-23,Illinois
1131,T18005010100,Indiana,18,Bartholomew,County,005,010100,18005010100,8460304.969,16222.98609,06-Sep-23,Indiana
1132,T18025951900,Indiana,18,Crawford,County,025,951900,18025951900,237373540.9,115261.7292,06-Sep-23,Indiana
1133,T18071967600,Indiana,18,Jackson,County,071,967600,18071967600,19578100.79,19812.93113,06-Sep-23,Indiana
1134,T18077966400,Indiana,18,Jefferson,County,077,966400,18077966400,46287646.07,37536.56991,06-Sep-23,Indiana
1135,T18119955800,Indiana,18,Owen,County,119,955800,18119955800,94448342.91,62421.90648,06-Sep-23,Indiana
1136,T18143967000,Indiana,18,Scott,County,143,967000,18143967000,21771051.68,25246.76656,06-Sep-23,Indiana
1137,T18163010101,Indiana,18,Vanderburgh,County,163,010101,18163010101,13037841.82,15876.32816,06-Sep-23,Indiana
1138,T18163010102,Indiana,18,Vanderburgh,County,163,010102,18163010102,24121051.1,20805.84925,06-Sep-23,Indiana
1139,T19047070401,Iowa,19,Crawford,County,047,070401,19047070401,42376055.61,38543.39522,06-Sep-23,Iowa
1140,T19113001900,Iowa,19,Linn,County,113,001900,19113001900,3272806.988,9819.005891,06-Sep-23,Iowa
1141,T19113002700,Iowa,19,Linn,County,113,002700,19113002700,4599655.582,9241.51529,06-Sep-23,Iowa
1142,T20009971801,Kansas,20,Barton,County,009,971801,20009971801,557318872.8,141960.5513,06-Sep-23,Kansas
1143,T20019964600,Kansas,20,Chautauqua,County,019,964600,20019964600,2633406735,209343.2913,06-Sep-23,Kansas
1144,T20081463100,Kansas,20,Haskell,County,081,463100,20081463100,2386038681,195287.4678,06-Sep-23,Kansas
1145,T20089576300,Kansas,20,Jewell,County,089,576300,20089576300,4015280327,253747.6869,06-Sep-23,Kansas
1146,T21033920200,Kentucky,21,Caldwell,County,033,920200,21033920200,310487721.2,112314.5214,06-Sep-23,Kentucky
1147,T21035010400,Kentucky,21,Calloway,County,035,010400,21035010400,43544172.71,32918.77137,06-Sep-23,Kentucky
1148,T21071920600,Kentucky,21,Floyd,County,071,920600,21071920600,137963916,72899.44349,06-Sep-23,Kentucky
1149,T21075960100,Kentucky,21,Fulton,County,075,960100,21075960100,345021490.8,97887.89481,06-Sep-23,Kentucky
1150,T21075960200,Kentucky,21,Fulton,County,075,960200,21075960200,582660778.4,158859.5495,06-Sep-23,Kentucky
1151,T21083020100,Kentucky,21,Graves,County,083,020100,21083020100,53595669.63,31038.12495,06-Sep-23,Kentucky
1152,T21105970100,Kentucky,21,Hickman,County,105,970100,21105970100,1020882118,155378.9521,06-Sep-23,Kentucky
1153,T21111004900,Kentucky,21,Jefferson,County,111,004900,21111004900,8321620.285,13599.93343,06-Sep-23,Kentucky
1154,T21145030700,Kentucky,21,McCracken,County,145,030700,21145030700,5741760.355,12052.98108,06-Sep-23,Kentucky
1155,T21191930300,Kentucky,21,Pendleton,County,191,930300,21191930300,387739996.9,112294.7445,06-Sep-23,Kentucky
1156,T21219950200,Kentucky,21,Todd,County,219,950200,21219950200,450439221.8,117484.2119,06-Sep-23,Kentucky
1157,T22005030600,Louisiana,22,Ascension,Parish,005,030600,22005030600,92097583.17,48266.53672,06-Sep-23,Louisiana
1158,T22019001700,Louisiana,22,Calcasieu,Parish,019,001700,22019001700,165030040.9,56992.43975,06-Sep-23,Louisiana
1159,T22051027903,Louisiana,22,Jefferson,Parish,051,027903,22051027903,478473988.6,598056.6687,06-Sep-23,Louisiana
1160,T22055002001,Louisiana,22,Lafayette,Parish,055,002001,22055002001,59366874.24,44597.2161,06-Sep-23,Louisiana
1161,T22103040801,Louisiana,22,St. Tammany,Parish,103,040801,22103040801,6538323.617,10866.11736,06-Sep-23,Louisiana
1162,T22109001702,Louisiana,22,Terrebonne,Parish,109,001702,22109001702,35388046.7,31784.73555,06-Sep-23,Louisiana
1163,T23029955100,Maine,23,Washington,County,029,955100,23029955100,7739113987,541858.1562,06-Sep-23,Maine
1164,T24011955600,Maryland,24,Caroline,County,011,955600,24011955600,146569872.5,74110.69892,06-Sep-23,Maryland
1165,T24019970300,Maryland,24,Dorchester,County,019,970300,24019970300,203493352.9,109653.0269,06-Sep-23,Maryland
1166,T24039930101,Maryland,24,Somerset,County,039,930101,24039930101,172143090.2,65195.38194,06-Sep-23,Maryland
1167,T24039930500,Maryland,24,Somerset,County,039,930500,24039930500,331105750.5,314224.4542,06-Sep-23,Maryland
1168,T24039930600,Maryland,24,Somerset,County,039,930600,24039930600,31630077.35,95352.78497,06-Sep-23,Maryland
1169,T24047951500,Maryland,24,Worcester,County,047,951500,24047951500,115122214.4,55586.99283,06-Sep-23,Maryland
1170,T25001015300,Massachusetts,25,Barnstable,County,001,015300,25001015300,24304044.94,32373.20118,06-Sep-23,Massachusetts
1171,T25025010405,Massachusetts,25,Suffolk,County,025,010405,25025010405,668287.2305,6077.828905,06-Sep-23,Massachusetts
1172,T25025070104,Massachusetts,25,Suffolk,County,025,070104,25025070104,1523863.184,7231.682967,06-Sep-23,Massachusetts
1173,T25025090901,Massachusetts,25,Suffolk,County,025,090901,25025090901,2144519.867,6718.73578,06-Sep-23,Massachusetts
1174,T26087337500,Michigan,26,Lapeer,County,087,337500,26087337500,11846498,22255.78731,06-Sep-23,Michigan
1175,T26111290600,Michigan,26,Midland,County,111,290600,26111290600,43209031.6,31203.64371,06-Sep-23,Michigan
1176,T26117971000,Michigan,26,Montcalm,County,117,971000,26117971000,395566158.7,105733.5921,06-Sep-23,Michigan
1177,T26155030300,Michigan,26,Shiawassee,County,155,030300,26155030300,159416322.2,61188.99249,06-Sep-23,Michigan
1178,T26157000900,Michigan,26,Tuscola,County,157,000900,26157000900,137502399.1,69036.52183,06-Sep-23,Michigan
1179,T26161980101,Michigan,26,Washtenaw,County,161,980101,26161980101,1318212.73,5009.791657,06-Sep-23,Michigan
1180,T26163513200,Michigan,26,Wayne,County,163,513200,26163513200,1697130.711,6402.311722,06-Sep-23,Michigan
1181,T26163513700,Michigan,26,Wayne,County,163,513700,26163513700,5864095.504,19942.90642,06-Sep-23,Michigan
1182,T26163572800,Michigan,26,Wayne,County,163,572800,26163572800,4114539.887,8073.371797,06-Sep-23,Michigan
1183,T26163579600,Michigan,26,Wayne,County,163,579600,26163579600,2501124.52,6291.95789,06-Sep-23,Michigan
1184,T27053104901,Minnesota,27,Hennepin,County,053,104901,27053104901,2992354.746,10869.38036,06-Sep-23,Minnesota
1185,T27053126102,Minnesota,27,Hennepin,County,053,126102,27053126102,3470057.727,10196.30564,06-Sep-23,Minnesota
1186,T27069090100,Minnesota,27,Kittson,County,069,090100,27069090100,3621944086,273767.7497,06-Sep-23,Minnesota
1187,T27105105400,Minnesota,27,Nobles,County,105,105400,27105105400,48186787.98,37175.74141,06-Sep-23,Minnesota
1188,T27147960100,Minnesota,27,Steele,County,147,960100,27147960100,773491582.4,187402.6807,06-Sep-23,Minnesota
1189,T27147960400,Minnesota,27,Steele,County,147,960400,27147960400,34102585.32,36257.48452,06-Sep-23,Minnesota
1190,T28039950101,Mississippi,28,George,County,039,950101,28039950101,368414765.4,83906.20516,06-Sep-23,Mississippi
1191,T28039950102,Mississippi,28,George,County,039,950102,28039950102,306027712.8,83288.63355,06-Sep-23,Mississippi
1192,T28039950200,Mississippi,28,George,County,039,950200,28039950200,19161836.8,24207.09227,06-Sep-23,Mississippi
1193,T28039950303,Mississippi,28,George,County,039,950303,28039950303,199906169.4,104663.6966,06-Sep-23,Mississippi
1194,T28047001800,Mississippi,28,Harrison,County,047,001800,28047001800,13113647.24,26686.18038,06-Sep-23,Mississippi
1195,T28047003208,Mississippi,28,Harrison,County,047,003208,28047003208,29495037.04,33632.72463,06-Sep-23,Mississippi
1196,T28091950400,Mississippi,28,Marion,County,091,950400,28091950400,29309692.89,34154.05947,06-Sep-23,Mississippi
1197,T28131020100,Mississippi,28,Stone,County,131,020100,28131020100,32076488.91,30755.69766,06-Sep-23,Mississippi
1198,T28143950102,Mississippi,28,Tunica,County,143,950102,28143950102,471405484.8,169114.1476,06-Sep-23,Mississippi
1199,T29009960500,Missouri,29,Barry,County,009,960500,29009960500,271990343.8,93057.53489,06-Sep-23,Missouri
1200,T29023950700,Missouri,29,Butler,County,023,950700,29023950700,11535725.77,15207.98386,06-Sep-23,Missouri
1201,T29069360600,Missouri,29,Dunklin,County,069,360600,29069360600,36621585.92,31353.24244,06-Sep-23,Missouri
1202,T29091090700,Missouri,29,Howell,County,091,090700,29091090700,28884481.04,36171.42705,06-Sep-23,Missouri
1203,T29119070300,Missouri,29,McDonald,County,119,070300,29119070300,389275904.8,111422.04,06-Sep-23,Missouri
1204,T29133950200,Missouri,29,Mississippi,County,133,950200,29133950200,47164282.7,31928.7965,06-Sep-23,Missouri
1205,T29133950300,Missouri,29,Mississippi,County,133,950300,29133950300,855306280,196419.9833,06-Sep-23,Missouri
1206,T29133950400,Missouri,29,Mississippi,County,133,950400,29133950400,17435581.26,20880.03497,06-Sep-23,Missouri
1207,T29143960100,Missouri,29,New Madrid,County,143,960100,29143960100,450399010.4,101635.3389,06-Sep-23,Missouri
1208,T29143960300,Missouri,29,New Madrid,County,143,960300,29143960300,63999087.08,57848.62814,06-Sep-23,Missouri
1209,T29143960600,Missouri,29,New Madrid,County,143,960600,29143960600,23545848.27,23461.59905,06-Sep-23,Missouri
1210,T29155470200,Missouri,29,Pemiscot,County,155,470200,29155470200,27611664.37,26187.30814,06-Sep-23,Missouri
1211,T29155470400,Missouri,29,Pemiscot,County,155,470400,29155470400,46780186.82,34451.59911,06-Sep-23,Missouri
1212,T29201780400,Missouri,29,Scott,County,201,780400,29201780400,716547648.8,173000.3951,06-Sep-23,Missouri
1213,T29201780600,Missouri,29,Scott,County,201,780600,29201780600,50533909.39,32548.55285,06-Sep-23,Missouri
1214,T29223690300,Missouri,29,Wayne,County,223,690300,29223690300,271196262.2,115449.9358,06-Sep-23,Missouri
1215,T30081000201,Montana,30,Ravalli,County,081,000201,30081000201,566055512.7,142477.2635,06-Sep-23,Montana
1216,T30081000300,Montana,30,Ravalli,County,081,000300,30081000300,626355909.5,143150.5379,06-Sep-23,Montana
1217,T30081000700,Montana,30,Ravalli,County,081,000700,30081000700,1239967252,257218.3725,06-Sep-23,Montana
1218,T31065963900,Nebraska,31,Furnas,County,065,963900,31065963900,3200799656,227897.1839,06-Sep-23,Nebraska
1219,T31181965100,Nebraska,31,Webster,County,181,965100,31181965100,1122515745,153482.3229,06-Sep-23,Nebraska
1220,T32007951202,Nevada,32,Elko,County,007,951202,32007951202,4912826574,409520.2037,06-Sep-23,Nevada
1221,T32007951700,Nevada,32,Elko,County,007,951700,32007951700,35574760839,1105572.36,06-Sep-23,Nevada
